title,img_src,author,publisher,price,abstract
쇼코의 미소,http://image.yes24.com/goods/29288225/S,최은영,문학동네,"10,800원","“소설가로서 최은영의 가장 큰 미덕은  그게 무슨 탐구든 반드시 근사한 이야기로 들려준다는 점이다.  그녀가 앞으로 쓰게 될 근사한 이야기들이 바로 이 책에서 시작했다.”  _김연수(소설가)   2013년 겨울, 『작가세계』 신인상에 중편소설 「쇼코의 미소」가 당선되어 등단, 그 작품으로 다음해 젊은작가상을 ..."
열두 살에 부자가 된 키라,http://image.yes24.com/goods/14972137/S,보도 섀퍼,을파소(21세기북스),"11,700원",150만 독자들이 열광한  어린이 경제 교육의 영원한 베스트셀러!   행복하고 풍성한 삶을 위한 가치경제 동화!  2001년에 첫 발행된 〈열두 살에 부자가 된 키라〉는 첫 번째 어린이 경제동화로 꾸준한 사랑을 받고 있는 도서입니다. 150만 독자들에게 선택된 이 도서의 핵심 키워드는 ‘꿈’입니다. 주인공 키라가 말...
죽고 싶지만 떡볶이는 먹고 싶어,http://image.yes24.com/goods/61779464/S,백세희,흔,"12,420원","기분부전장애(가벼운 우울 증상이 지속되는 상태)를 가진 저자와 정신과 전문의와의 12주간의 대화를 엮었다. 겉보기에는 멀쩡하지만 속은 곪아 있는, 지독히 우울하지도 행복하지도 않은 사람들을 위한 책이며, 타인의 시선으로부터 자유롭지 못하고, 불완전하고, 구질구질한 우리 모두의 이야기다. 우리는 울지 않는 사람..."
무례한 사람에게 웃으며 대처하는 법,http://image.yes24.com/goods/57817824/S,정문정,가나출판사,"12,420원","사람들과 만나 수많은 이야기를 하고 온 날, 마음이 헛헛할 때가 있다. 나는 왜 그렇게 말했을까? 그 사람은 내게 왜 그렇게 무례했을까? 그들은 내게 상처를 주고 당혹감을 안기며, 기껏 붙잡고 사느라 힘든 자존감을 뒤흔들어 놓는다. 어떤 인간관계는 유지하는 그 자체만으로 지나치게 에너지가 들 때가 있다. 내 속마음..."
"소리 질러, 운동장",http://image.yes24.com/goods/17838722/S,진형민,창비,"9,720원",“우리가 배워야 할 거의 모든 것은 운동장에 있다!” 『기호 3번 안석뽕』과 『꼴뚜기』의 작가 진형민 숨이 차도록 뛰어노는 아이들과 함께 돌아왔다  『기호 3번 안석뽕』과 『꼴뚜기』로 주목받은 작가 진형민의 신작 장편동화. 야구부에서 쫓겨난 김동해와 야구부에 들어가지 못한 공희주가 막야구부를 만들어 즐...
기분을 말해 봐!,http://image.yes24.com/goods/5382110/S,앤서니 브라운,웅진주니어,"9,900원","의사소통이 수월하지 않은 우리 아이에게 꼭 필요한 질문 ""너의 감정을 말해 봐"" 앤서니 브라운의 단순하면서도 명료한 그림체와 함께 아이의 기분 표현하기를 도와주세요!   유아기에는 ‘성장의 폭발기’라고 할 정도로 다양한 방면의 성장이 이뤄집니다. 신체인지 발달뿐만 아니라 다양한 감정을 느끼고 표현하기 시..."
추리 천재 엉덩이 탐정 3,http://image.yes24.com/goods/38235263/S,트롤,미래엔아이세움,"10,800원","“흠흠, 냄새가 나는군…….  저 사람들을 쫓아갑시다!”   [첫 번째 사건: 불멸의 절도단 사건]  아이큐 1,104의 추리 천재, 엉덩이 탐정! 어느 이른 아침, 엉덩이 탐정 사무소에 다급한 전화 한 통이 걸려 온다. 전화를 건 주인공은 견공 경찰서의 말티즈 서장! 부리나케 말티즈 서장을 만나러 간 엉덩이 탐정과 브라..."
설민석의 무도 한국사 특강,http://image.yes24.com/goods/55282993/S,설민석,휴먼큐브,"19,800원","설민석의 한국사 대중화를 위한 첫 걸음! 대한민국 한국사 열풍의 시작!  인물 / 사건 / 문화유산 세 가지 주제로 보는 무지 쉽고 도움 되는 한국사 분명 눈으로 책을 읽고 있지만, 귀로 설민석의 목소리가 들린다!  대한민국에서 가장 유명한 한국사 강사, 설민석. 한국사 대중화 프로젝트의 첫 걸음이 되었던 『설..."
서양미술사,http://image.yes24.com/goods/161163/S,에른스트 H. 곰브리치,예경,"34,200원","이 책은 지금까지 출간된 미술에 관한 가장 유명한 책 중의 하나로서 1950년 영국에서 초판이 간행된 이래 전세계에서 서양미술사 개론의 필독서로 자리잡고 있다. 선사시대 동굴벽화부터 오늘날의 실험적 예술에 이르기까지 모든 주제를 다룬 입문서이며, 이 책을 통하여 세계 전역에 걸친 모든 세대의 독자들은 저자가 해..."
한글 12주 세트,http://image.yes24.com/goods/34574917/S,스티브 맥,삼성출판사,"13,500원","한글에는 정확한 학습법이 있다. 한글은 과학적으로 만들어진 소리 글자입니다.  원리를 이해하면 12주에 깨칠 수 있습니다.  세종대왕은 한글을 만들고 “지혜로운 사람은 아침나절이 지나기 전에 이를 해석하고, 어리석은 사람도 열흘이면 배울 수 있다.”라고 했습니다. 한글은 우리 말소리를 표현하기 위해 만들어..."
푸름이 행복한 성교육 세트 (전13종),http://image.yes24.com/goods/24615622/S,푸름이닷컴(전집),푸름이닷컴(전집),"42,750원","소중한 우리 아이를 위한 첫 성교육 동화책입니다. 다가가기 어려운 성교육을 스토리텔링 방법으로 쉽게! 일상적인 장소의 아이들이 주인공으로 나와서 주제에 공감하게 합니다. 귀엽고 따뜻한 일러스트로 거부감없이 성교육에 접근하며, 다양한 코너에서 궁금증을 풀어냅니다."
욕망의 진화,http://image.yes24.com/goods/2686191/S,데이비드 버스,사이언스북스,"19,800원","『욕망의 진화』는 1994년에 출간되어 데이비드 버스의 이름과 진화심리학이라는 신생 학문을 전 세계에 널리 알린 심리학 분야의 명저이다. 인간 남녀의 사랑, 연애, 섹스, 결혼의 실체를 밝히기 위해 머나먼 과거로부터 현재에 이르기까지의 수백만 년에 걸친 인간 진화의 역사를 파헤쳐 우리 마음속 깊은 곳에 숨겨진 인..."
"총, 균, 쇠",http://image.yes24.com/goods/8500082/S,재레드 다이아몬드,문학사상,"31,500원","인종주의적 설명 방식을 뒤집는, 문명 발전에 관한 새로운 보고서  왜 어떤 민족들은 다른 민족들의 정복과 지배의 대상으로 전락하고 말았는가. 왜 원주민들은 유라시아인들에 의해 도태되고 말았는가. 왜 각 대륙들마다 문명의 발달 속도에 차이가 생겨났는가. '인간 사회의 다양한 문명은 어디서 비롯되는가?'라는 의..."
어떻게 살 것인가,http://image.yes24.com/goods/8491738/S,유시민,생각의길,"13,500원","대중적 글쓰기로 많은 독자들의 사랑을 받았던 유시민이 스스로 가장 자기답다고 생각하는 모습으로 돌아왔다. 정치인 유시민에 가려져 있었던 자연인 유시민, 지식인 유시민의 사람과 자연, 사회와 역사에 대한 생각을 온전하게 보여준다. 이 책을 쓰는 작업은 그에게 자신의 미래를 새롭게 고민하고 설계하는 과정이었으..."
떨림과 울림,http://image.yes24.com/goods/66322614/S,김상욱,동아시아,"13,500원","물리학자의 눈으로 바라보는 세계는 어떤 모습일까? 우리의 몸과 마시는 공기, 발을 딛고 서있는 땅과 흙, 그리고 매일 마주하는 노트북 모니터와 휴대전화까지. 세계의 모든 존재들은 모두 ‘원자’라는 아주 작은 단위로 이루어져 있다. 김상욱은 이 작고도 작은 단위까지 내려가 우리 존재부터 우주라는 커다란 세계까지..."
초정리 편지,http://image.yes24.com/goods/8451380/S,배유안,창비,"9,720원",제10회 창비 ‘좋은 어린이책’ 원고 공모 창작 부문 대상작 『초정리 편지』를 새롭게 편집했습니다.  심사위원들로부터 “역사의식과 이야기의 재미가 함께 어우러진 역작”이라는 격찬을 받은 작품입니다. ‘장운’이라는 사내아이가 고난 속에서도 석수장이로 성장해 가는 이야기에 한글 창제에 관한 이야기를 숨겨 ...
평균의 종말,http://image.yes24.com/goods/59395327/S,토드 로즈,21세기북스,"14,400원","아마존닷컴 최고의 책 ? TED 화제의 강연 워싱턴포스트 권장도서 ? 패스트컴퍼니 권장도서   숨겨진 재능을 찾는 교육 혁명 평균주의가 망친 교육을 다시 설계하라!  “게으름뱅이, 문제아, 한심한 녀석.”   하버드 교육대학원의 교수이자 교육신경과학 분야의 최고 권위자, 토드 로즈의 고등학생 시절 이야기다. ..."
어쩌다 중학생 같은 걸 하고 있을까,http://image.yes24.com/goods/6194146/S,쿠로노 신이치,뜨인돌,"9,000원","중2병에 걸린 한 소녀의 좌충우돌 성장기   『어쩌다 중학생 같은 걸 하고 있을까』는 이제 막 중학교 2학년에 돌입한 스미레의 일상을 통해 이 시대 청소년의 상황과 속내를 가감 없이 보여 준다. 주인공 스미레는 중2병을 심하게 앓고 있다. 소심한 소녀처럼 보이지만, 현실 너머에서는 영웅을 꿈꾸고, 학교와 가정, 사..."
초등 필수 영단어 무작정 따라하기,http://image.yes24.com/goods/20153550/S,Claire park,길벗스쿨,"12,600원",교육부 권장 초등 필수 영단어를 한 권에 담았어요!  《초등 필수 영단어 무작정 따라하기》는 영어 공부를 시작하는 초등학교 저학년 학생들이 단어부터 차근차근 초등 영어 공부의 기초를 세울 수 있도록 쉽고 알차게 구성하였다. 재미있는 그림을 보면서 단어의 연상 이미지를 만들고 원어민 선생님의 정확한 발음 듣...
정재승의 과학콘서트,http://image.yes24.com/goods/5304148/S,정재승,어크로스,"12,150원","『정재승의 과학콘서트』가 10주년을 맞아 업그레이드 되어 돌아왔다! 출간 당시 이 영민한 과학 교양서는 분야를 넘나드는 통합적 지식과 사유를 보여주며, 선생님이 제자에게, 부모님이 자녀에게, 선배가 후배에게 권하는 최고의 '과학책'으로 사랑 받아 왔다. 이제 10년간 21세기 최고의 교양 베스트셀러로 자리매김한 ..."
모모,http://image.yes24.com/goods/1263/S,미하엘 엔데,비룡소,"10,800원","사람들에게서 시간을 빼앗아가는 회색 신사집단, 시간을 저축해야 한다는 강박관념에 쫓겨 강팍해지고 피폐해지는 사람들, 그리고 모모. 이 책은 아이들에게는 그들의 마음으로 읽히고, 어른들에게는 또 그 나름의 감동으로 읽히는 아주 특별한 동화이다. 시간은 삶이고 삶은 우리 마음 속에 깃들어 있다는 메시지가 마음 ..."
